;MaterialOld;MaterialNew;DescrizioneOld;GMD FDF ID old;Brand old;DescrizioneNew;GMD FDF ID new;Brand New
173;44072655;44072655;PREGABALIN SDZ 75MG 56HGC V1 IT;121178;Sandoz;PREGABALIN SDZ 75MG 56HGC V1 IT;121178;Sandoz
174;998605;998605;ENALAPRIL SDZ 20MG 14TAB IT;103735;Sandoz;ENALAPRIL SDZ 20MG 14TAB IT;103735;Sandoz
175;998118;998605;ENALAPRIL SDZ 20MG 14TAB SM IT;103735;Sandoz;ENALAPRIL SDZ 20MG 14TAB IT;103735;Sandoz
176;44051541;44051541;AZATIOPRINA HEX 50MG 50FCT V1 IT;114846;Hexal;AZATIOPRINA HEX 50MG 50FCT V1 IT;114846;Hexal
177;561503;44051541;AZATIOPRINA HEX 50MG 50FCT IT;114846;Hexal;AZATIOPRINA HEX 50MG 50FCT V1 IT;114846;Hexal
178;44061869;44061869;LANSOPRAZOLO SDZ 30MG 14GRC V1 IT;102025;Sandoz;LANSOPRAZOLO SDZ 30MG 14GRC V1 IT;102025;Sandoz
179;998930;44061869;LANSOPRAZOLO SDZ 30MG 14GRC IT;102025;Sandoz;LANSOPRAZOLO SDZ 30MG 14GRC V1 IT;102025;Sandoz
180;44062070;44062070;LANSOPRAZOLO SDZ 15MG 14GRC V1 IT;102021;Sandoz;LANSOPRAZOLO SDZ 15MG 14GRC V1 IT;102021;Sandoz
181;998929;44062070;LANSOPRAZOLO SDZ 15MG 14GRC IT;102021;Sandoz;LANSOPRAZOLO SDZ 15MG 14GRC V1 IT;102021;Sandoz
182;44056181;44056181;ACIDO VALPROICO SDZ 300MG 30PRT V1 IT;116246;Sandoz;ACIDO VALPROICO SDZ 300MG 30PRT V1 IT;116246;Sandoz
183;599547;44056181;ACIDO VALPROICO SDZ 300MG 30PRT IT;116246;Sandoz;ACIDO VALPROICO SDZ 300MG 30PRT V1 IT;116246;Sandoz
184;44056182;44056182;ACIDO VALPROICO SDZ 500MG 30PRT V1 IT;116247;Sandoz;ACIDO VALPROICO SDZ 500MG 30PRT V1 IT;116247;Sandoz
185;599548;44056182;ACIDO VALPROICO SDZ 500MG 30PRT IT;116247;Sandoz;ACIDO VALPROICO SDZ 500MG 30PRT V1 IT;116247;Sandoz
186;44073569;44073569;GIZORD 100MG 56DT IT;101794;Sandoz;GIZORD 100MG 56DT IT;101794;Sandoz
187;44084234;44073569;LAMOTRIGINA SDZ 100MG 56DT IT;101794;Sandoz;GIZORD 100MG 56DT IT;101794;Sandoz
188;44073623;44073623;GIZORD 200MG 56DT IT;101795;Sandoz;GIZORD 200MG 56DT IT;101795;Sandoz
189;44084233;44073623;LAMOTRIGINA SDZ 200MG 56DT IT;101795;Sandoz;GIZORD 200MG 56DT IT;101795;Sandoz
190;44073604;44073604;GIZORD 50MG 56DT IT;101793;Sandoz;GIZORD 50MG 56DT IT;101793;Sandoz
191;44084199;44073604;LAMOTRIGINA SDZ 50MG 56DT IT;110633;Sandoz;GIZORD 50MG 56DT IT;101793;Sandoz
192;44073624;44073624;GIZORD 25MG 28DT IT;118431;Sandoz;GIZORD 25MG 28DT IT;118431;Sandoz
193;44074881;44073624;GIZORD 25MG 28DT SM IT;118431;Sandoz;GIZORD 25MG 28DT IT;118431;Sandoz
194;44084241;44073624;LAMOTRIGINA SDZ 25MG 28DT IT;118431;Sandoz;GIZORD 25MG 28DT IT;118431;Sandoz
195;44011102;44011102;NAOMI 0,1MG/0,02MG 21SCT IT;118544;Sandoz;NAOMI 0,1MG/0,02MG 21SCT IT;118544;Sandoz
196;44038869;44011102;NAOMI 0,1+0,02MG 21SCT SM IT;118544;Sandoz;NAOMI 0,1MG/0,02MG 21SCT IT;118544;Sandoz
197;44031657;44011102;NAOMI 0,02+0,1MG 21SCT V1 IT;118544;Sandoz;NAOMI 0,1MG/0,02MG 21SCT IT;118544;Sandoz
198;44029511;44029511;EVE 0,03MG/2MG 21FCT IT;117986;Sandoz;EVE 0,03MG/2MG 21FCT IT;117986;Sandoz
199;44039264;44029511;EVE 0,03MG/2MG 21FCT SM IT;117986;Sandoz;EVE 0,03MG/2MG 21FCT IT;117986;Sandoz
200;44046231;44046231;RUBIDELLE SDZ 0,02/3MG 28FCT IT;126401;Sandoz;RUBIDELLE SDZ 0,02/3MG 28FCT IT;126401;Sandoz
201;44056871;44046231;RUBIDELLE 0,02/3MG 28FCT SM IT;126401;Sandoz;RUBIDELLE SDZ 0,02/3MG 28FCT IT;126401;Sandoz
202;44073463;44073463;CEMISIANA 30MCG+2MG 28FCT IT;136458;Sandoz;CEMISIANA 30MCG+2MG 28FCT IT;136458;Sandoz
203;44080891;44073463;CEMISIANA 30MCG+2MG 28FCT SM IT;136458;Sandoz;CEMISIANA 30MCG+2MG 28FCT IT;136458;Sandoz
204;44076457;44076457;SOLVETTA 15+120MCG 1VIR IT;126404;Sandoz;SOLVETTA 15+120MCG 1VIR IT;126404;Sandoz
205;44081171;44076457;SOLVETTA 15+120MCG 1VIR SM IT;126404;Sandoz;SOLVETTA 15+120MCG 1VIR IT;126404;Sandoz
206;44077031;44077031;CASPOFUNGIN SDZ 50MG 1LYVI V1 IT;111569;Sandoz;CASPOFUNGIN SDZ 50MG 1LYVI V1 IT;111569;Sandoz
207;44071115;44077031;CASPOFUNGIN SDZ 50MG 1LYVI IT;111569;Sandoz;CASPOFUNGIN SDZ 50MG 1LYVI V1 IT;111569;Sandoz
208;44077050;44077050;CASPOFUNGIN SDZ 70MG 1LYVI V1 IT;111570;Sandoz;CASPOFUNGIN SDZ 70MG 1LYVI V1 IT;111570;Sandoz
209;44071116;44077050;CASPOFUNGIN SDZ 70MG 1LYVI IT;111570;Sandoz;CASPOFUNGIN SDZ 70MG 1LYVI V1 IT;111570;Sandoz
210;44024418;44024418;LEPTOPROL 3,6MG/1MONTH 1IMSY IT;116963;Sandoz;LEPTOPROL 3,6MG/1MONTH 1IMSY IT;116963;Sandoz
211;44067800;44024418;LEPTOPROL 3,6MG/1MONTH 1IMSY SM IT;116963;Sandoz;LEPTOPROL 3,6MG/1MONTH 1IMSY IT;116963;Sandoz
212;611734;44070396;AMLODIPINA HEX 10MG 14TAB IT;108947;Hexal;AMLODIPINA HEX 10MG 14TAB V1 IT;108947;Hexal
213;44070396;44070396;AMLODIPINA HEX 10MG 14TAB V1 IT;108947;Hexal;AMLODIPINA HEX 10MG 14TAB V1 IT;108947;Hexal
214;44036467;44036467;SAL+FLU SDZ 50+500MCG/DOS 60DOS PWDI IT;111339;Sandoz;SAL+FLU SDZ 50+500MCG/DOS 60DOS PWDI IT;111339;Sandoz
215;44066871;44036467;SAL+FLU 50+500MCG/DOS 60DOS PWDI SM IT;111339;Sandoz;SAL+FLU SDZ 50+500MCG/DOS 60DOS PWDI IT;111339;Sandoz
216;44001229;44001229;PIROXICAM SANDOZ 20MG/1ML 1ML 6LIAM IT;108298;Sandoz;PIROXICAM SANDOZ 20MG/1ML 1ML 6LIAM IT;108298;Sandoz
217;44019001;44001229;PIROXICAM SDZ GMBH 20MG/1ML 1ML 6LIAM IT;108298;Sandoz;PIROXICAM SANDOZ 20MG/1ML 1ML 6LIAM IT;108298;Sandoz
218;44001802;44001802;GENTAMICIN+BMETASONE HEX 0,1% 30G CRM IT;113257;Hexal;GENTAMICIN+BMETASONE HEX 0,1% 30G CRM IT;113257;Hexal
219;44002281;44001802;GENTA+BETA HEX 0,1+0,1% 30G CRM SM IT;113257;Hexal;GENTAMICIN+BMETASONE HEX 0,1% 30G CRM IT;113257;Hexal
220;44001804;44001804;CITALOPRAM HEX 4% 15ML LDP IT;109290;Hexal;CITALOPRAM HEX 4% 15ML LDP IT;109290;Hexal
221;44010368;44001804;CITALOPRAM GTT CM 4% 15ML LDP SM IT;109290;Hexal;CITALOPRAM HEX 4% 15ML LDP IT;109290;Hexal
222;44010369;44010369;DOXAZOSINA SDZ 2MG 30TAB IT;109620;Sandoz;DOXAZOSINA SDZ 2MG 30TAB IT;109620;Sandoz
223;44016411;44010369;DOXAZOSINA SDZ 2MG 30TAB SM IT;109620;Sandoz;DOXAZOSINA SDZ 2MG 30TAB IT;109620;Sandoz
224;44040525;44040525;VENLAFAXINA SDZ 150MG 10PRCH V1 IT;103820;Sandoz;VENLAFAXINA SDZ 150MG 10PRCH V1 IT;103820;Sandoz
225;994121;44040525;VENLAFAXINA SDZ 150MG 10PRCH IT;103820;Sandoz;VENLAFAXINA SDZ 150MG 10PRCH V1 IT;103820;Sandoz
226;44077652;44040525;VENLAFAXINA SDZ 150MG 10PRCH V2 IT;103820;Sandoz;VENLAFAXINA SDZ 150MG 10PRCH V1 IT;103820;Sandoz
227;44040526;44040526;VENLAFAXINA SDZ 75MG 14PRCH V1 IT;107483;Sandoz;VENLAFAXINA SDZ 75MG 14PRCH V1 IT;107483;Sandoz
228;994119;44040526;VENLAFAXINA SDZ 75MG 14PRCH IT;107483;Sandoz;VENLAFAXINA SDZ 75MG 14PRCH V1 IT;107483;Sandoz
229;44077628;44040526;VENLAFAXINA SDZ 75MG 14PRCH V2 IT;107483;Sandoz;VENLAFAXINA SDZ 75MG 14PRCH V1 IT;107483;Sandoz
230;44041901;44041901;FOSFOMICINA SDZ 3G 2PWD IT;109474;Sandoz;FOSFOMICINA SDZ 3G 2PWD IT;109474;Sandoz
231;44014535;44041901;UROFOS 3G 2PWD IT;109474;Sandoz;FOSFOMICINA SDZ 3G 2PWD IT;109474;Sandoz
232;44010111;44073269;AMOXI-CLAV HEX 875+125MG 12FCT IT;101583;Hexal;AMOXI-CLAV HEX 875+125MG 12FCT  V1 IT;108802;Hexal
233;44073269;44073269;AMOXI-CLAV HEX 875+125MG 12FCT  V1 IT;108802;Hexal;AMOXI-CLAV HEX 875+125MG 12FCT  V1 IT;108802;Hexal
234;44085005;44073269;AMOXI-CLAV HEX 875+125MG 12FCT ST IT;132371;Hexal;AMOXI-CLAV HEX 875+125MG 12FCT  V1 IT;108802;Hexal
235;44030053;44031676;MANIDIPINA SDZ 20MG 28TAB IT;109025;Sandoz;MANIDIPINA SDZ 20MG 28TAB V1 IT;139460;Sandoz
236;44031676;44031676;MANIDIPINA SDZ 20MG 28TAB V1 IT;139460;Sandoz;MANIDIPINA SDZ 20MG 28TAB V1 IT;139460;Sandoz
237;44078333;44078333;RESPECTA 120+13.3+54.35MG 10HGC IT;141142;Sandoz;RESPECTA 120+13.3+54.35MG 10HGC IT;141142;Sandoz
238;44080444;44078333;RESPECTA 120+13.3+54.35MG 10HGC SM IT;141142;Sandoz;RESPECTA 120+13.3+54.35MG 10HGC IT;141142;Sandoz
239;44078373;44078373;MOKIRON IDRAFRESH 200ML 1SOL IT;141141;Sandoz;MOKIRON IDRAFRESH 200ML 1SOL IT;141141;Sandoz
240;44080326;44078373;MOKIRON IDRAFRESH 200ML 1SOL SM IT;141141;Sandoz;MOKIRON IDRAFRESH 200ML 1SOL IT;141141;Sandoz
241;44076719;44076719;FLORMIDABIL KIDS 500+22.1MG 10OGR IT;140821;Sandoz;FLORMIDABIL KIDS 500+22.1MG 10OGR IT;140821;Sandoz
242;44080574;44076719;FLORMIDABIL KIDS 500+22.1MG 10OGR SM IT;140821;Sandoz;FLORMIDABIL KIDS 500+22.1MG 10OGR IT;140821;Sandoz
243;998109;998109;CARVEDILOLO SDZ 25MG 30TAB IT;101411;Sandoz;CARVEDILOLO SDZ 25MG 30TAB IT;101411;Sandoz
244;44010114;998109;CARVEDILOLO SDZ 25MG 30TAB SM IT;101411;Sandoz;CARVEDILOLO SDZ 25MG 30TAB IT;101411;Sandoz
245;44059086;44059086;LERCANIDIPINA SDZ 10MG 28FCT V1 IT;120909;Sandoz;LERCANIDIPINA SDZ 10MG 28FCT V1 IT;120909;Sandoz
246;44023645;44059086;LERCANIDIPINA SDZ 10MG 28FCT IT;120909;Sandoz;LERCANIDIPINA SDZ 10MG 28FCT V1 IT;120909;Sandoz
247;44059087;44059087;LERCANIDIPINA SDZ 20MG 28FCT V1 IT;120910;Sandoz;LERCANIDIPINA SDZ 20MG 28FCT V1 IT;120910;Sandoz
248;44023646;44059087;LERCANIDIPINA SDZ 20MG 28FCT IT;120910;Sandoz;LERCANIDIPINA SDZ 20MG 28FCT V1 IT;120910;Sandoz
249;44064144;44064144;LANSOPRAZOLO SDZ 30MG 14ODT IT;117472;Sandoz;LANSOPRAZOLO SDZ 30MG 14ODT IT;117472;Sandoz
250;44047370;44064144;LANSOPRAZOLO SDZ 30MG 14ODT IT;117472;Sandoz;LANSOPRAZOLO SDZ 30MG 14ODT IT;117472;Sandoz
251;44056823;44077183;OMEPRAZOLO SDZ 10MG 14GRC V2 IT;110545;Sandoz;OMEPRAZOLO SDZ 10MG 14GRC V3 IT;110545;Sandoz
252;44016413;44077183;OMEPRAZOLO SDZ 10MG 14GRC SM IT;110545;Sandoz;OMEPRAZOLO SDZ 10MG 14GRC V3 IT;110545;Sandoz
253;44011189;44077183;OMEPRAZOLO SDZ 10MG 14GRC IT;110545;Sandoz;OMEPRAZOLO SDZ 10MG 14GRC V3 IT;110545;Sandoz
254;44077183;44077183;OMEPRAZOLO SDZ 10MG 14GRC V3 IT;110545;Sandoz;OMEPRAZOLO SDZ 10MG 14GRC V3 IT;110545;Sandoz
255;44038973;44077183;OMEPRAZOLO SDZ 10MG 14GRC V1 IT;110545;Sandoz;OMEPRAZOLO SDZ 10MG 14GRC V3 IT;110545;Sandoz
256;44059561;44059561;DICLOFENAC HEX 75MG/3ML 5LIAM V1 IT;109737;Hexal;DICLOFENAC HEX 75MG/3ML 5LIAM V1 IT;109737;Hexal
257;542327;44059561;DICLOFENAC HEX 75MG 3ML 5LIAM IT;109737;Hexal;DICLOFENAC HEX 75MG/3ML 5LIAM V1 IT;109737;Hexal
258;44077513;44077513;EXODERIL NAILNER TRATTA 5ML 2KIT IT;141025;Sandoz;EXODERIL NAILNER TRATTA 5ML 2KIT IT;141025;Sandoz
259;44077932;44077513;EXPO EXODERIL NAILNER TRATTA 5ML 2KIT IT;141025;Sandoz;EXODERIL NAILNER TRATTA 5ML 2KIT IT;141025;Sandoz
260;44078456;44077513;EXODERIL NAILNER TRATTA 5ML 2KIT SM IT;141025;Sandoz;EXODERIL NAILNER TRATTA 5ML 2KIT IT;141025;Sandoz
261;44085478;44077513;EXPO EXO NAIL TRATTA 5ML 2KIT 12PZ IT;141025;Sandoz;EXODERIL NAILNER TRATTA 5ML 2KIT IT;141025;Sandoz
262;44052573;44052573;RANITIDINA HEX 50MG/5ML 10LIAM V1 IT;115909;Hexal;RANITIDINA HEX 50MG/5ML 10LIAM V1 IT;115909;Hexal
263;553434;44052573;RANITIDINA HEX 50MG/5ML 10LIAM IT;115909;Hexal;RANITIDINA HEX 50MG/5ML 10LIAM V1 IT;115909;Hexal
264;44044927;44042896;CORIXIL 160+12.5MG 28FCT V1 IT;120399;Sandoz;VALSARTAN HCT SDZ 160+12.5MG 28FCT V1 IT;120399;Sandoz
265;44042896;44042896;VALSARTAN HCT SDZ 160+12.5MG 28FCT V1 IT;120399;Sandoz;VALSARTAN HCT SDZ 160+12.5MG 28FCT V1 IT;120399;Sandoz
266;44042001;44042896;CORIXIL 160+12.5MG 28FCT IT;120399;Sandoz;VALSARTAN HCT SDZ 160+12.5MG 28FCT V1 IT;120399;Sandoz
267;44036072;44042896;VALSARTAN HCT SDZ 160+12.5MG 28FCT IT;120399;Sandoz;VALSARTAN HCT SDZ 160+12.5MG 28FCT V1 IT;120399;Sandoz
268;44072591;44072591;ZOFRAN 8MG/4ML 4ML 1LIAM IT;107183;Novartis Mature Brand;ZOFRAN 8MG/4ML 4ML 1LIAM IT;107183;Novartis Mature Brand
269;44072590;44072591;ZOFRAN 8MG/4ML 4ML 1LIAM ITH IT;107183;Novartis Mature Brand;ZOFRAN 8MG/4ML 4ML 1LIAM IT;107183;Novartis Mature Brand
270;44072281;44072281;FAMVIR 250MG 21FCT IT;119675;Novartis Mature Brand;FAMVIR 250MG 21FCT IT;119675;Novartis Mature Brand
271;44081716;44072281;FAMCICLOVIR SDZ 250MG 21FCT V1 IT;119675;Novartis Mature Brand;FAMVIR 250MG 21FCT IT;119675;Novartis Mature Brand
272;44081666;44072281;FAMVIR 250MG 21FCT V1 IT;119675;Novartis Mature Brand;FAMVIR 250MG 21FCT IT;119675;Novartis Mature Brand
273;44072329;44072329;FAMVIR 500MG 21FCT IT;112360;Novartis Mature Brand;FAMVIR 500MG 21FCT IT;112360;Novartis Mature Brand
274;44081717;44072329;FAMCICLOVIR SDZ 500MG 21FCT V1 IT;112360;Novartis Mature Brand;FAMVIR 500MG 21FCT IT;112360;Novartis Mature Brand
275;44081690;44072329;FAMVIR 500MG 21FCT V1 IT;112360;Novartis Mature Brand;FAMVIR 500MG 21FCT IT;112360;Novartis Mature Brand
276;44053590;44068983;AMOX C SDZ 2+200MG 1PSOIJ IT;127249;Sandoz;AMOX/CLAV SDZ AS 2000+200MG 1PSOIJ IT;127249;Sandoz
277;44068983;44068983;AMOX/CLAV SDZ AS 2000+200MG 1PSOIJ IT;127249;Sandoz;AMOX/CLAV SDZ AS 2000+200MG 1PSOIJ IT;127249;Sandoz
278;611851;611851;RAMIPRIL HCT SDZ 5+25MG 14TAB IT;109016;Sandoz;RAMIPRIL HCT SDZ 5+25MG 14TAB IT;109016;Sandoz
279;44016407;611851;RAMIPRIL IDR. SDZ 5MG+25MG 14TAB SM IT;109016;Sandoz;RAMIPRIL HCT SDZ 5+25MG 14TAB IT;109016;Sandoz
280;44052871;44052871;ALFUZOSINA SDZ 10MG 30PRT IT TX;101934;Sandoz;ALFUZOSINA SDZ 10MG 30PRT IT TX;101934;Sandoz
281;44011104;44052871;ALFUZOSINA SDZ 10MG 30PRT IT;101934;Sandoz;ALFUZOSINA SDZ 10MG 30PRT IT TX;101934;Sandoz
282;44052872;44052872;ALFUZOSINA HEX 10MG 30PRT IT TX;101934;Hexal;ALFUZOSINA HEX 10MG 30PRT IT TX;101934;Hexal
283;44011103;44052872;ALFUZOSINA HEX 10MG 30PRT IT;101934;Hexal;ALFUZOSINA HEX 10MG 30PRT IT TX;101934;Hexal
284;44058952;44058952;BISOPROLOLO SDZ 10MG 28FCT V1 IT;120710;Sandoz;BISOPROLOLO SDZ 10MG 28FCT V1 IT;120710;Sandoz
285;44019233;44058952;BISOPROLOLO SDZ 10MG 28FCT IT;120710;Sandoz;BISOPROLOLO SDZ 10MG 28FCT V1 IT;120710;Sandoz
286;44064572;44064572;BISOPROLOLO SDZ 7,5MG 28FCT V1 IT;132364;Sandoz;BISOPROLOLO SDZ 7,5MG 28FCT V1 IT;132364;Sandoz
287;44019232;44064572;BISOPROLOLO SDZ 7,5MG 28FCT IT;132364;Sandoz;BISOPROLOLO SDZ 7,5MG 28FCT V1 IT;132364;Sandoz
288;44067092;44067092;SIMVASTATINA SDZ 10MG 20FCT V1 IT;108608;Sandoz;SIMVASTATINA SDZ 10MG 20FCT V1 IT;108608;Sandoz
289;609448;44067092;SIMVASTATINA SDZ 10MG 20FCT IT;108608;Sandoz;SIMVASTATINA SDZ 10MG 20FCT V1 IT;108608;Sandoz
290;44067095;44067095;SIMVASTATINA HEX 10MG 20FCT V1 IT;108608;Hexal;SIMVASTATINA HEX 10MG 20FCT V1 IT;108608;Hexal
291;609458;44067095;SIMVASTATINA HEX 10MG 20FCT IT;108608;Hexal;SIMVASTATINA HEX 10MG 20FCT V1 IT;108608;Hexal
292;44070377;44070377;AMLODIPINA HEX 5MG 28TAB V1 IT;105859;Hexal;AMLODIPINA HEX 5MG 28TAB V1 IT;105859;Hexal
293;611733;44070377;AMLODIPINA HEX 5MG 28TAB IT;109450;Hexal;AMLODIPINA HEX 5MG 28TAB V1 IT;105859;Hexal
294;44042222;44042222;YVETTE 0.015+0.06MG 28FCT IT;123690;Sandoz;YVETTE 0.015+0.06MG 28FCT IT;123690;Sandoz
295;44052187;44042222;YVETTE 0,015+0.06MG 28FCT SM IT;123690;Sandoz;YVETTE 0.015+0.06MG 28FCT IT;123690;Sandoz
296;44068404;44042222;YVETTE 15+60MCG 28FCT IT;123690;Sandoz;YVETTE 0.015+0.06MG 28FCT IT;123690;Sandoz
297;999771;999771;SERTRALINA SDZ 100MG 30FCT IT;102065;Sandoz;SERTRALINA SDZ 100MG 30FCT IT;102065;Sandoz
298;44016415;999771;SERTRALINA SDZ 100MG 30FCT SM IT;102065;Sandoz;SERTRALINA SDZ 100MG 30FCT IT;102065;Sandoz
299;44053300;44053300;ACIDO IBANDRONICO SDZ 150MG 1FCT V1 IT;118489;Sandoz;ACIDO IBANDRONICO SDZ 150MG 1FCT V1 IT;118489;Sandoz
300;44041572;44053300;ACIDO IBANDRONICO SDZ 150MG 1FCT IT;118489;Sandoz;ACIDO IBANDRONICO SDZ 150MG 1FCT V1 IT;118489;Sandoz
301;44056728;44056728;TELMISARTAN SDZ 80MG 28TAB V1 IT;120887;Sandoz;TELMISARTAN SDZ 80MG 28TAB V1 IT;120887;Sandoz
302;44047653;44056728;TELMISARTAN SDZ 80MG 28TAB IT;111468;Sandoz;TELMISARTAN SDZ 80MG 28TAB V1 IT;120887;Sandoz
303;44058636;44058636;ALLOPURINOLO SDZ 300MG 30TAB V1 IT;100092;Sandoz;ALLOPURINOLO SDZ 300MG 30TAB V1 IT;100092;Sandoz
304;609364;44058636;ALLOPURINOLO SDZ 300MG 30TAB IT;100092;Sandoz;ALLOPURINOLO SDZ 300MG 30TAB V1 IT;100092;Sandoz
305;44023201;44058636;ALLOPURINOLO SDZ 300MG 30TAB IT;100092;Sandoz;ALLOPURINOLO SDZ 300MG 30TAB V1 IT;100092;Sandoz
306;44060858;44060858;ZIPRASIDONE SDZ 60MG 56HGC V1 IT;137619;Sandoz;ZIPRASIDONE SDZ 60MG 56HGC V1 IT;137619;Sandoz
307;44045881;44060858;ZIPRASIDONE SDZ 60MG 56HGC IT;113901;Sandoz;ZIPRASIDONE SDZ 60MG 56HGC V1 IT;137619;Sandoz
308;44060860;44060860;ZIPRASIDONE SDZ 40MG 56HGC V1 IT;137617;Sandoz;ZIPRASIDONE SDZ 40MG 56HGC V1 IT;137617;Sandoz
309;44045882;44060860;ZIPRASIDONE SDZ 40MG 56HGC IT;113900;Sandoz;ZIPRASIDONE SDZ 40MG 56HGC V1 IT;137617;Sandoz
310;993955;993955;GABAPENTIN SDZ 300MG 50HGC IT;101784;Sandoz;GABAPENTIN SDZ 300MG 50HGC IT;101784;Sandoz
311;998783;993955;GABAPENTIN SDZ 300MG 50HGC V1 IT;101784;Sandoz;GABAPENTIN SDZ 300MG 50HGC IT;101784;Sandoz
312;993995;993995;GABAPENTIN HEX 300MG 50HGC IT;101784;Hexal;GABAPENTIN HEX 300MG 50HGC IT;101784;Hexal
313;579642;993995;GABAPENTIN HEX 300MG 50HGC V1 IT;101784;Hexal;GABAPENTIN HEX 300MG 50HGC IT;101784;Hexal
314;44020996;44020996;TERBINAFINA SDZ 250MG 8TAB V1 IT;107665;Sandoz;TERBINAFINA SDZ 250MG 8TAB V1 IT;107665;Sandoz
315;998965;44020996;TERBINAFINA SDZ 250MG 8TAB IT;107665;Sandoz;TERBINAFINA SDZ 250MG 8TAB V1 IT;107665;Sandoz
316;44042893;44042893;VALSARTAN SDZ 320MG 28FCT V1 IT;123099;Sandoz;VALSARTAN SDZ 320MG 28FCT V1 IT;123099;Sandoz
317;44036076;44042893;VALSARTAN SDZ 320MG 28FCT IT;123099;Sandoz;VALSARTAN SDZ 320MG 28FCT V1 IT;123099;Sandoz
318;44042897;44042897;VALSARTAN HCT SDZ 160+25MG 28FCT V1 IT;120227;Sandoz;VALSARTAN HCT SDZ 160+25MG 28FCT V1 IT;120227;Sandoz
319;44044928;44042897;CORIXIL 160+25MG 28FCT V1 IT;120227;Sandoz;VALSARTAN HCT SDZ 160+25MG 28FCT V1 IT;120227;Sandoz
320;44042003;44042897;CORIXIL 160+25MG 28FCT IT;120227;Sandoz;VALSARTAN HCT SDZ 160+25MG 28FCT V1 IT;120227;Sandoz
321;44036071;44042897;VALSARTAN HCT SDZ 160+25MG 28FCT IT;120227;Sandoz;VALSARTAN HCT SDZ 160+25MG 28FCT V1 IT;120227;Sandoz
322;44042898;44042898;VALSARTAN HCT SDZ 320+12.5MG 28FCT IT;125106;Sandoz;VALSARTAN HCT SDZ 320+12.5MG 28FCT IT;125106;Sandoz
323;44040199;44042898;VALSARTAN HCT SDZ 320+12.5MG 28FCT IT;125106;Sandoz;VALSARTAN HCT SDZ 320+12.5MG 28FCT IT;125106;Sandoz
324;44042899;44042899;VALSARTAN HCT SDZ 320+25MG 28FCT IT;125109;Sandoz;VALSARTAN HCT SDZ 320+25MG 28FCT IT;125109;Sandoz
325;44040200;44042899;VALSARTAN HCT SDZ 320+25MG 28FCT IT;125109;Sandoz;VALSARTAN HCT SDZ 320+25MG 28FCT IT;125109;Sandoz
326;993956;993956;GABAPENTIN SDZ 400MG 30HGC IT;101979;Sandoz;GABAPENTIN SDZ 400MG 30HGC IT;101979;Sandoz
327;998784;993956;GABAPENTIN SDZ 400MG 30HGC V1 IT;101979;Sandoz;GABAPENTIN SDZ 400MG 30HGC IT;101979;Sandoz
328;999061;999061;FLUCONAZOLO SDZ 150MG 2HGC IT;138703;Sandoz;FLUCONAZOLO SDZ 150MG 2HGC IT;138703;Sandoz
329;609515;999061;FLUCONAZOLO SDZ 150MG 2HGC IT;101159;Sandoz;FLUCONAZOLO SDZ 150MG 2HGC IT;138703;Sandoz
330;44024819;44024819;LOSARTAN HCT SDZ 100+25MG 28FCT IT;120411;Sandoz;LOSARTAN HCT SDZ 100+25MG 28FCT IT;120411;Sandoz
331;44050142;44024819;LOSARTAN HCT SDZ 100+25MG 28FCT V1 IT;120411;Sandoz;LOSARTAN HCT SDZ 100+25MG 28FCT IT;120411;Sandoz
332;44024820;44024820;LOSARTAN HCT SDZ 50+12,5MG 28FCT IT;120410;Sandoz;LOSARTAN HCT SDZ 50+12,5MG 28FCT IT;120410;Sandoz
333;44050143;44024820;LOSARTAN HCT SDZ 50+12,5MG 28FCT V1 IT;120410;Sandoz;LOSARTAN HCT SDZ 50+12,5MG 28FCT IT;120410;Sandoz
334;44042894;44042894;VALSARTAN SDZ 40MG 14FCT V1 IT;120381;Sandoz;VALSARTAN SDZ 40MG 14FCT V1 IT;120381;Sandoz
335;44053273;44042894;RIXIL 40MG 14FCT V2 IT;120381;Sandoz;VALSARTAN SDZ 40MG 14FCT V1 IT;120381;Sandoz
336;44041924;44042894;RIXIL 40MG 14FCT IT;120381;Sandoz;VALSARTAN SDZ 40MG 14FCT V1 IT;120381;Sandoz
337;44036077;44042894;VALSARTAN SDZ 40MG 14FCT IT;120381;Sandoz;VALSARTAN SDZ 40MG 14FCT V1 IT;120381;Sandoz
338;44042749;44042894;RIXIL 40MG 14FCT V1 IT;120381;Sandoz;VALSARTAN SDZ 40MG 14FCT V1 IT;120381;Sandoz
339;44042900;44042900;VALSARTAN HCT SDZ 80+12.5MG 28FCT V1 IT;120395;Sandoz;VALSARTAN HCT SDZ 80+12.5MG 28FCT V1 IT;120395;Sandoz
340;44036073;44042900;VALSARTAN HCT SDZ 80+12.5MG 28FCT IT;120395;Sandoz;VALSARTAN HCT SDZ 80+12.5MG 28FCT V1 IT;120395;Sandoz
341;44029195;44029195;PRAVASTATINA SDZ 40MG 14TAB V1 IT;110930;Sandoz;PRAVASTATINA SDZ 40MG 14TAB V1 IT;110930;Sandoz
342;611780;44029195;PRAVASTATINA SDZ 40MG 14TAB IT;104469;Sandoz;PRAVASTATINA SDZ 40MG 14TAB V1 IT;110930;Sandoz
343;44062158;44072654;PREGABALIN SDZ 75MG 14HGC IT;121177;Sandoz;PREGABALIN SDZ 75MG 14HGC V1 IT;121177;Sandoz
